Operation|Order.CONN|Order.Validation|PriceService.Out|Order.Execution_|Order.ExecutionReport_CONN
1201271075494|09:52:45,766|09:52:46,890|09:52:46,925|09:52:47,504|
1201271075515|09:52:46,802|09:52:47,564|09:52:47,637|09:52:48,542|
1201271075556|09:52:47,320|09:52:48,606|09:52:48,979|09:52:49,415|09:52:53,823
1201271075577|09:52:47,945|09:52:49,169|09:52:49,412|09:52:49,640|09:52:54,307
1201271075598|09:52:49,162|09:52:49,896|09:52:49,969|09:52:50,482|09:52:54,157
1201271075619|09:52:49,459|09:52:50,027|09:52:50,133|09:52:50,486|
1201271075630|09:52:49,867|09:52:50,387|09:52:50,432|09:52:50,778|09:52:54,847
1201271075641|09:52:50,208|09:52:50,635|09:52:50,979|09:52:51,535|09:52:57,518
1201271075672|09:52:50,544|09:52:51,331|09:52:51,356|09:52:51,984|09:52:55,184
1201271075693|09:52:51,022|09:52:51,591|09:52:51,920|09:52:52,404|
1201271075714|09:52:51,667|09:52:52,458|09:52:53,073|09:52:53,589|09:52:58,226
1201271075725|09:52:52,081|09:52:52,836|09:52:53,192|09:52:53,654|09:52:58,057
1201271075746|09:52:52,837|09:52:53,578|09:52:53,943|09:52:54,281|
1201271075777|09:52:53,541|09:52:54,122|09:52:54,605|09:52:55,062|
1201271075778|09:52:53,906|09:52:54,757|09:52:54,902|09:52:55,313|
1201271075799|09:52:54,352|09:52:54,895|09:52:54,955|09:52:55,366|
1201271075820|09:52:54,800|09:52:55,064|09:52:55,171|09:52:55,516|
1201271075841|09:52:55,068|09:52:55,372|09:52:55,667|09:52:55,896|
1201271075862|09:52:55,760|09:52:56,593|09:52:56,761|09:52:57,552|
1201271075883|09:52:56,314|09:52:56,625|09:52:56,692|09:52:57,559|
1201271075904|09:52:56,617|09:52:57,550|09:52:57,650|09:52:58,033|
1201271075945|09:52:57,540|09:52:57,881|09:52:58,004|09:52:58,253|
1201271075966|09:52:57,951|09:52:58,575|09:52:58,629|09:52:59,336|09:53:03,768
1201271075987|09:52:58,186|09:52:58,489|09:52:58,614|09:52:59,123|09:53:00,896
1201287601588|10:06:00,245|10:06:00,422|10:06:00,542|10:06:01,328|10:06:07,835
1201287601619|10:06:00,325|10:06:00,652|10:06:00,829|10:06:01,505|
1201287601630|10:06:00,460|10:06:00,924|10:06:01,244|10:06:02,252|10:06:08,509
1201287601651|10:06:00,579|10:06:00,895|10:06:00,958|10:06:02,122|10:06:06,612
1201287601672|10:06:00,788|10:06:01,454|10:06:02,442|10:06:03,355|
1201287601683|10:06:01,023|10:06:01,599|10:06:01,960|10:06:03,059|10:06:08,786
1201287601714|10:06:01,422|10:06:02,008|10:06:03,376|10:06:03,804|
1201287601725|10:06:02,377|10:06:03,846|10:06:04,061|10:06:04,858|10:06:09,493
1201287601756|10:06:03,571|10:06:03,889|10:06:04,049|10:06:04,660|
1201287601767|10:06:03,764|10:06:04,076|10:06:04,168|10:06:04,767|
1201287601788|10:06:04,110|10:06:04,779|10:06:05,092|10:06:05,995|
1201287601799|10:06:04,207|10:06:04,557|10:06:04,714|10:06:05,549|10:06:10,322
1201287601820|10:06:04,491|10:06:04,988|10:06:05,582|10:06:06,215|10:06:10,265
1201287601871|10:06:05,062|10:06:06,185|10:06:06,322|10:06:06,813|10:06:10,025
1201287601892|10:06:06,168|10:06:06,793|10:06:07,309|10:06:07,906|
1201287601913|10:06:06,702|10:06:07,370|10:06:07,598|10:06:08,055|10:06:11,933
1201287601934|10:06:07,242|10:06:07,705|10:06:07,989|10:06:08,453|10:06:12,942
1201287601955|10:06:07,772|10:06:08,151|10:06:08,241|10:06:08,701|10:06:11,201
1201287601976|10:06:08,177|10:06:08,603|10:06:08,912|10:06:09,475|
1201287601987|10:06:09,189|10:06:09,422|10:06:09,495|10:06:09,996|10:06:13,825
1201287602008|10:06:09,382|10:06:10,381|10:06:10,560|10:06:11,367|10:06:16,372
1201287602039|10:06:09,591|10:06:10,354|10:06:10,424|10:06:11,060|
1201287602040|10:06:09,982|10:06:10,403|10:06:10,546|10:06:11,101|
1201287602061|10:06:10,595|10:06:11,348|10:06:11,562|10:06:11,969|
1201287602082|10:06:11,045|10:06:11,408|10:06:11,479|10:06:11,922|
1201287602103|10:06:11,440|10:06:12,528|10:06:12,943|10:06:13,774|
1201287602134|10:06:11,812|10:06:12,515|10:06:12,536|10:06:13,096|
1201287602155|10:06:12,423|10:06:12,974|10:06:13,173|10:06:13,843|
1201287602176|10:06:13,045|10:06:14,436|10:06:14,863|10:06:15,744|
1201287602197|10:06:13,808|10:06:15,033|10:06:15,179|10:06:15,983|
1201287602228|10:06:14,720|10:06:15,079|10:06:15,159|10:06:16,115|
1201287602239|10:06:15,277|10:06:15,666|10:06:15,739|10:06:17,169|10:06:24,962
1201287602270|10:06:15,581|10:06:16,085|10:06:16,291|10:06:17,144|10:06:20,985
1201287602301|10:06:15,771|10:06:16,327|10:06:16,373|10:06:17,224|10:06:22,547
1201287602312|10:06:16,397|10:06:16,588|10:06:16,748|10:06:17,280|
1201287602333|10:06:16,626|10:06:17,136|10:06:17,161|10:06:17,433|10:06:25,969
1201287602354|10:06:16,969|10:06:17,285|10:06:17,483|10:06:18,544|10:06:22,485
1201287602365|10:06:17,643|10:06:19,389|10:06:19,483|10:06:20,287|
1201287602396|10:06:18,682|10:06:19,476|10:06:20,110|10:06:21,016|10:06:25,489
1201287602407|10:06:19,504|10:06:20,334|10:06:21,030|10:06:21,530|
1201287602438|10:06:20,447|10:06:21,514|10:06:21,553|10:06:22,028|10:06:26,902
1201287602459|10:06:21,461|10:06:22,201|10:06:22,371|10:06:22,801|
1201287602460|10:06:21,751|10:06:22,105|10:06:22,440|10:06:22,883|
1201287602481|10:06:22,206|10:06:23,126|10:06:23,481|10:06:24,309|
1201287602502|10:06:22,583|10:06:24,323|10:06:24,561|10:06:24,991|10:06:28,972
1201287602513|10:06:23,074|10:06:23,678|10:06:24,211|10:06:24,645|10:06:29,001
1201287602534|10:06:23,528|10:06:24,546|10:06:24,712|10:06:25,156|10:06:28,378
1201287602545|10:06:24,451|10:06:24,868|10:06:25,063|10:06:25,328|
1201287602576|10:06:24,825|10:06:25,507|10:06:25,594|10:06:26,000|10:06:30,421
1201287602597|10:06:25,593|10:06:26,191|10:06:26,493|10:06:27,151|10:06:32,559
1201287602618|10:06:25,811|10:06:26,173|10:06:26,206|10:06:26,650|10:06:29,421
1201287602639|10:06:26,042|10:06:27,074|10:06:27,470|10:06:28,253|
1201287602650|10:06:26,398|10:06:26,955|10:06:27,213|10:06:27,864|10:06:31,958
1201287602681|10:06:26,708|10:06:27,113|10:06:27,410|10:06:28,408|10:06:32,270
1201287602702|10:06:27,113|10:06:27,601|10:06:27,664|10:06:28,427|
1201287602723|10:06:27,686|10:06:27,833|10:06:28,135|10:06:28,501|
1201287602744|10:06:27,803|10:06:28,582|10:06:28,601|10:06:28,769|
1201287602765|10:06:27,945|10:06:29,108|10:06:29,139|10:06:29,466|
1201287602786|10:06:28,483|10:06:29,152|10:06:29,375|10:06:29,658|
1201287602807|10:06:29,178|10:06:29,537|10:06:29,757|10:06:30,115|
1201287602838|10:06:29,508|10:06:30,028|10:06:30,280|10:06:30,817|
1201287602859|10:06:29,698|10:06:30,262|10:06:30,346|10:06:31,133|
1201287602870|10:06:30,664|10:06:31,542|10:06:31,595|10:06:31,912|
1201287602881|10:06:31,565|10:06:31,790|10:06:31,959|10:06:32,231|
1201287602902|10:06:31,706|10:06:32,129|10:06:32,379|10:06:33,374|10:06:42,772
1201287602923|10:06:31,859|10:06:32,235|10:06:32,593|10:06:33,421|10:06:39,683
1201287602944|10:06:32,060|10:06:32,546|10:06:32,762|10:06:33,524|10:06:41,038
1201287602955|10:06:32,339|10:06:32,884|10:06:33,007|10:06:33,608|
1201287602996|10:06:32,920|10:06:33,332|10:06:33,775|10:06:34,698|10:06:43,903
1201287603017|10:06:33,213|10:06:34,890|10:06:35,649|10:06:37,731|10:06:40,885
1201287603038|10:06:33,390|10:06:34,956|10:06:35,441|10:06:37,794|
1201287603049|10:06:34,801|10:06:36,073|10:06:36,248|10:06:37,858|10:06:43,387
1201287603070|10:06:36,073|10:06:36,705|10:06:36,919|10:06:37,884|
1201287603091|10:06:36,601|10:06:37,590|10:06:38,234|10:06:39,079|10:06:45,156
1201287603112|10:06:37,042|10:06:38,508|10:06:38,901|10:06:39,465|
1201287603123|10:06:38,028|10:06:39,096|10:06:39,500|10:06:40,000|
1201287603154|10:06:38,643|10:06:39,486|10:06:39,633|10:06:40,507|
1201287603165|10:06:39,422|10:06:40,686|10:06:40,963|10:06:41,497|10:06:50,310
1201287603186|10:06:40,836|10:06:41,381|10:06:41,684|10:06:42,090|10:06:48,412
1201287603207|10:06:41,178|10:06:42,112|10:06:42,173|10:06:42,605|10:06:48,461
1201287603228|10:06:41,419|10:06:41,897|10:06:41,952|10:06:42,229|
1201287603239|10:06:41,985|10:06:42,958|10:06:43,241|10:06:44,349|10:06:51,336
1201287603260|10:06:42,965|10:06:43,495|10:06:43,580|10:06:47,207|10:06:55,869
1201287603281|10:06:43,293|10:06:43,633|10:06:43,741|10:06:44,873|10:06:52,591
1201287603292|10:06:43,598|10:06:43,767|10:06:43,909|10:06:45,786|
1201287603303|10:06:43,948|10:06:44,440|10:06:44,798|10:06:45,573|10:06:52,237
1201287603334|10:06:44,022|10:06:45,326|10:06:45,688|10:06:47,252|10:06:53,453
1201287603345|10:06:44,422|10:06:45,717|10:06:46,333|10:06:47,690|
1201287603386|10:06:46,057|10:06:47,211|10:06:47,439|10:06:48,268|
1201287603437|10:06:46,961|10:06:48,049|10:06:48,467|10:06:49,084|
1201287603478|10:06:47,249|10:06:48,458|10:06:48,642|10:06:49,009|
1201287603489|10:06:48,190|10:06:48,801|10:06:49,064|10:06:49,371|
1201287603500|10:06:48,912|10:06:49,612|10:06:49,755|10:06:50,035|
1201287603521|10:06:49,241|10:06:50,028|10:06:50,114|10:06:50,490|
1201287603542|10:06:49,711|10:06:50,348|10:06:50,419|10:06:51,286|
1201287603563|10:06:50,299|10:06:50,934|10:06:51,287|10:06:51,996|
1201287603584|10:06:50,888|10:06:51,504|10:06:51,686|10:06:52,203|
1201287603605|10:06:51,586|10:06:52,296|10:06:53,399|10:06:54,326|10:07:02,036
1201287603626|10:06:51,982|10:06:52,685|10:06:53,406|10:06:54,379|10:06:59,928
1201287603647|10:06:52,380|10:06:53,525|10:06:54,205|10:06:54,677|10:07:00,847
1201287603668|10:06:53,581|10:06:54,328|10:06:54,375|10:06:54,681|
1201287603689|10:06:54,165|10:06:54,362|10:06:54,589|10:06:55,342|10:07:03,750
1201287603700|10:06:54,489|10:06:55,657|10:06:56,405|10:06:57,644|10:07:02,107
1201287603721|10:06:54,722|10:06:55,739|10:06:55,920|10:06:56,877|
1201287603732|10:06:55,490|10:06:56,828|10:06:57,034|10:06:58,189|10:07:02,800
1201287603753|10:06:56,313|10:06:57,615|10:06:58,306|10:06:58,616|
1201287603774|10:06:57,110|10:06:58,520|10:06:58,751|10:06:59,803|10:07:05,794
1201287603785|10:06:58,497|10:06:59,008|10:06:59,094|10:06:59,695|
1201287603806|10:06:58,943|10:06:59,291|10:06:59,692|10:07:00,178|
1201287603817|10:06:59,244|10:07:00,319|10:07:00,753|10:07:01,742|
1201287603848|10:06:59,747|10:07:00,535|10:07:00,609|10:07:01,380|10:07:07,287
1201287603859|10:07:00,081|10:07:00,834|10:07:01,027|10:07:01,865|10:07:06,801
1201287603870|10:07:01,101|10:07:01,713|10:07:02,244|10:07:02,612|10:07:05,960
1201287603891|10:07:02,465|10:07:02,850|10:07:02,978|10:07:03,489|
1201287603912|10:07:02,633|10:07:02,890|10:07:02,943|10:07:03,438|10:07:07,945
1201287603933|10:07:02,824|10:07:03,731|10:07:03,924|10:07:04,448|10:07:11,255
1201287603954|10:07:02,917|10:07:03,682|10:07:03,966|10:07:04,634|10:07:09,070
1201287603975|10:07:03,239|10:07:03,912|10:07:03,976|10:07:04,623|
1201287603996|10:07:03,473|10:07:03,994|10:07:04,139|10:07:04,718|10:07:09,285
1201287604017|10:07:04,208|10:07:04,374|10:07:04,446|10:07:04,876|10:07:10,759
1201287604038|10:07:04,351|10:07:05,037|10:07:05,560|10:07:06,247|
1201287604049|10:07:04,491|10:07:05,047|10:07:05,552|10:07:06,134|
1201287604070|10:07:04,581|10:07:05,506|10:07:05,590|10:07:06,211|
1201287604081|10:07:05,519|10:07:05,910|10:07:05,955|10:07:06,375|
1201287604112|10:07:05,986|10:07:06,379|10:07:06,847|10:07:07,113|
1201287604123|10:07:06,928|10:07:07,837|10:07:08,033|10:07:08,569|
1201287604164|10:07:07,359|10:07:07,819|10:07:07,843|10:07:08,256|
1201287604195|10:07:07,894|10:07:08,279|10:07:08,324|10:07:08,959|
1201287604256|10:07:08,078|10:07:09,300|10:07:09,392|10:07:09,851|
1201287604267|10:07:09,047|10:07:09,451|10:07:09,487|10:07:10,067|
1201287604288|10:07:09,367|10:07:09,554|10:07:09,618|10:07:10,749|10:07:19,155
1201287604309|10:07:09,527|10:07:09,815|10:07:09,949|10:07:10,823|10:07:14,867
1201287604320|10:07:09,640|10:07:10,016|10:07:10,095|10:07:10,774|10:07:16,143
1201287604331|10:07:10,136|10:07:11,139|10:07:11,324|10:07:12,373|
1201287604362|10:07:11,081|10:07:11,858|10:07:11,975|10:07:12,553|10:07:22,008
1201287604373|10:07:11,496|10:07:12,094|10:07:12,467|10:07:13,304|10:07:16,380
1201287604394|10:07:12,258|10:07:13,759|10:07:14,130|10:07:15,473|
1201287604405|10:07:12,622|10:07:13,645|10:07:13,780|10:07:14,994|10:07:21,721
1201287604426|10:07:13,609|10:07:14,160|10:07:14,320|10:07:15,536|
1201287604447|10:07:14,070|10:07:14,540|10:07:14,801|10:07:15,556|10:07:21,353
1201287604468|10:07:15,412|10:07:16,263|10:07:16,481|10:07:17,296|
1201287604479|10:07:15,866|10:07:16,469|10:07:16,522|10:07:17,820|
1201287604490|10:07:16,235|10:07:16,593|10:07:16,683|10:07:17,906|
1201287604501|10:07:16,431|10:07:16,731|10:07:16,924|10:07:17,903|10:07:23,831
1201287604522|10:07:16,646|10:07:16,880|10:07:16,993|10:07:17,914|10:07:22,574
1201287604533|10:07:16,788|10:07:17,296|10:07:18,009|10:07:18,408|10:07:21,398
1201287604544|10:07:17,038|10:07:18,530|10:07:19,112|10:07:19,410|
1201287604555|10:07:17,261|10:07:18,232|10:07:18,862|10:07:19,345|10:07:23,696
1201287604576|10:07:17,973|10:07:19,255|10:07:19,311|10:07:20,075|10:07:26,025
1201287604587|10:07:19,275|10:07:19,625|10:07:19,704|10:07:20,166|10:07:24,361
1201287604648|10:07:19,449|10:07:20,024|10:07:20,467|10:07:20,952|
1201287604679|10:07:20,052|10:07:20,815|10:07:21,021|10:07:21,358|10:07:26,167
1201287604700|10:07:20,775|10:07:21,890|10:07:22,422|10:07:22,820|10:07:27,174
1201287604711|10:07:21,919|10:07:22,779|10:07:23,082|10:07:23,347|
1201287604742|10:07:22,374|10:07:22,822|10:07:22,863|10:07:23,263|
1201287604753|10:07:22,475|10:07:22,933|10:07:23,260|10:07:23,656|
1201287604784|10:07:23,047|10:07:23,609|10:07:23,787|10:07:24,108|
1201287604805|10:07:23,540|10:07:23,951|10:07:24,264|10:07:24,559|
1201287604826|10:07:23,995|10:07:24,465|10:07:24,561|10:07:24,837|
1201287604837|10:07:24,287|10:07:24,741|10:07:24,847|10:07:25,328|
1201287604858|10:07:24,741|10:07:25,019|10:07:25,096|10:07:25,961|
1201287604879|10:07:25,136|10:07:26,058|10:07:26,446|10:07:26,851|
1201287604890|10:07:25,652|10:07:26,435|10:07:26,646|10:07:27,119|
1201287604911|10:07:26,115|10:07:26,726|10:07:26,887|10:07:27,724|10:07:36,780
1201287604932|10:07:26,393|10:07:26,651|10:07:26,680|10:07:27,227|10:07:32,168
1201287604943|10:07:26,521|10:07:26,866|10:07:26,896|10:07:27,706|10:07:34,459
1201287604964|10:07:26,827|10:07:27,803|10:07:28,125|10:07:29,355|
1201287604975|10:07:27,372|10:07:27,850|10:07:28,103|10:07:28,824|10:07:36,412
1201287604996|10:07:27,867|10:07:28,149|10:07:28,261|10:07:30,215|10:07:34,554
1201287605017|10:07:28,228|10:07:28,691|10:07:28,929|10:07:30,450|
1201287605038|10:07:28,434|10:07:29,746|10:07:30,922|10:07:31,753|10:07:37,458
1201287605059|10:07:28,852|10:07:30,461|10:07:30,958|10:07:31,763|
1201287605070|10:07:30,431|10:07:31,752|10:07:32,033|10:07:32,432|10:07:36,881
1201287605091|10:07:32,057|10:07:32,525|10:07:32,668|10:07:33,247|
1201287605112|10:07:32,529|10:07:32,800|10:07:32,994|10:07:33,408|
1201287605123|10:07:32,750|10:07:33,255|10:07:33,314|10:07:34,192|
1201287605144|10:07:34,547|10:07:35,372|10:07:35,491|10:07:36,316|10:07:41,839
1201287605155|10:07:34,982|10:07:35,411|10:07:35,578|10:07:36,329|10:07:41,398
1201287605186|10:07:35,246|10:07:35,651|10:07:35,741|10:07:36,432|10:07:39,934
1201287605207|10:07:35,505|10:07:35,701|10:07:35,889|10:07:36,429|
1201287605228|10:07:35,631|10:07:35,733|10:07:35,768|10:07:36,557|10:07:41,833
1201287605269|10:07:35,819|10:07:36,180|10:07:36,415|10:07:36,793|10:07:43,935
1201287605270|10:07:35,992|10:07:36,711|10:07:37,297|10:07:37,967|10:07:42,556
1201287605291|10:07:36,144|10:07:36,629|10:07:36,798|10:07:37,196|
1201287605312|10:07:36,576|10:07:37,346|10:07:37,531|10:07:38,044|10:07:42,868
1201287605343|10:07:37,192|10:07:37,555|10:07:37,610|10:07:38,108|10:07:43,233
1201287605364|10:07:37,582|10:07:37,846|10:07:38,364|10:07:38,866|
1201287605375|10:07:37,682|10:07:38,665|10:07:39,052|10:07:39,310|
1201287605396|10:07:37,806|10:07:38,610|10:07:38,669|10:07:39,090|
1201287605437|10:07:38,346|10:07:39,404|10:07:39,457|10:07:39,706|
1201287605468|10:07:38,816|10:07:39,601|10:07:39,888|10:07:40,156|
1201287605489|10:07:39,378|10:07:40,051|10:07:40,444|10:07:40,794|
1201287605500|10:07:40,466|10:07:41,059|10:07:41,219|10:07:41,877|
1201287605511|10:07:40,882|10:07:41,128|10:07:41,437|10:07:42,381|
1201287605542|10:07:41,182|10:07:42,687|10:07:42,716|10:07:43,495|
1201287605573|10:07:41,487|10:07:42,964|10:07:43,249|10:07:43,885|
1201287605594|10:07:42,167|10:07:42,818|10:07:42,903|10:07:43,873|10:07:53,824
1201287605605|10:07:42,943|10:07:43,560|10:07:44,071|10:07:45,289|10:07:51,886
1201287605626|10:07:43,165|10:07:44,173|10:07:44,472|10:07:46,193|10:07:54,809
1201287605637|10:07:43,462|10:07:44,144|10:07:44,483|10:07:45,909|
1201287605668|10:07:44,082|10:07:44,880|10:07:45,030|10:07:46,838|10:07:56,817
1201287605679|10:07:44,235|10:07:44,570|10:07:44,819|10:07:46,759|10:07:53,042
1201287605690|10:07:44,645|10:07:44,891|10:07:45,271|10:07:47,052|
1201287605711|10:07:44,955|10:07:45,450|10:07:45,852|10:07:47,248|10:07:55,503
1201287605732|10:07:45,871|10:07:47,884|10:07:48,650|10:07:49,398|
1201287605753|10:07:47,287|10:07:50,284|10:07:50,842|10:07:52,410|10:07:56,928
1201287605764|10:07:48,455|10:07:50,859|10:07:51,404|10:07:52,455|
1201287605795|10:07:49,165|10:07:51,925|10:07:52,622|10:07:53,097|
1201287605806|10:07:50,168|10:07:51,507|10:07:51,592|10:07:52,655|
1201287605847|10:07:51,490|10:07:52,258|10:07:52,823|10:07:53,155|10:07:58,603
1201287605878|10:07:52,240|10:07:53,883|10:07:53,997|10:07:54,367|10:07:58,827
1201287605909|10:07:52,946|10:07:53,872|10:07:53,920|10:07:54,333|10:07:57,255
1201287605930|10:07:53,841|10:07:54,091|10:07:54,147|10:07:54,479|
1201287605941|10:07:54,130|10:07:54,251|10:07:54,365|10:07:54,821|10:07:59,767
1201287605962|10:07:54,211|10:07:54,546|10:07:54,826|10:07:55,121|10:08:00,370
1201287605973|10:07:54,293|10:07:54,949|10:07:55,386|10:07:55,935|10:08:00,675
1201287605994|10:07:55,597|10:07:55,797|10:07:55,948|10:07:56,291|
1201287606005|10:07:55,780|10:07:56,085|10:07:56,117|10:07:56,589|10:08:00,775
1201287606036|10:07:55,890|10:07:56,555|10:07:56,925|10:07:57,620|10:08:01,974
1201287606047|10:07:56,525|10:07:57,426|10:07:57,618|10:07:58,041|
1201287606068|10:07:57,395|10:07:58,010|10:07:58,307|10:07:58,849|
1201287606089|10:07:58,010|10:07:58,467|10:07:58,641|10:07:59,014|
1201287606100|10:07:58,492|10:07:58,858|10:07:58,993|10:07:59,256|
1201287606111|10:07:58,948|10:07:59,613|10:07:59,809|10:08:00,285|
1201287606142|10:07:59,399|10:07:59,778|10:07:59,815|10:08:00,335|
1201287606153|10:07:59,711|10:08:00,369|10:08:00,386|10:08:00,567|
1201287606174|10:07:59,898|10:08:00,779|10:08:00,962|10:08:01,711|
1201287606185|10:08:00,097|10:08:00,513|10:08:00,682|10:08:00,961|
1201287606206|10:08:00,705|10:08:01,123|10:08:01,807|10:08:02,153|
1201287606217|10:08:00,926|10:08:01,720|10:08:01,884|10:08:03,586|10:08:12,046
1201287606238|10:08:01,058|10:08:01,819|10:08:02,016|10:08:03,415|10:08:07,441
1201287606249|10:08:01,270|10:08:01,937|10:08:02,009|10:08:03,498|10:08:12,057
1201287606260|10:08:01,975|10:08:02,135|10:08:02,246|10:08:03,420|
1201287606291|10:08:02,080|10:08:02,728|10:08:02,947|10:08:04,053|10:08:12,186
1201287606312|10:08:02,209|10:08:02,667|10:08:02,785|10:08:04,018|10:08:08,126
1201287606333|10:08:02,879|10:08:03,496|10:08:04,188|10:08:05,311|
1201287606384|10:08:03,256|10:08:04,045|10:08:04,681|10:08:06,179|10:08:11,878
1201287606405|10:08:03,459|10:08:04,263|10:08:05,682|10:08:06,339|
1201287606436|10:08:05,788|10:08:06,596|10:08:06,874|10:08:07,325|10:08:12,682
1201287606477|10:08:06,440|10:08:06,932|10:08:07,110|10:08:07,470|
1201287606498|10:08:07,135|10:08:07,559|10:08:07,816|10:08:08,451|
1201287606529|10:08:07,533|10:08:08,219|10:08:08,313|10:08:09,471|
1201287606540|10:08:07,898|10:08:08,142|10:08:08,231|10:08:09,295|10:08:14,710
1201287606571|10:08:08,258|10:08:09,986|10:08:10,575|10:08:11,009|10:08:15,626
1201287606602|10:08:08,385|10:08:09,771|10:08:10,130|10:08:10,595|10:08:13,690
1201287606623|10:08:08,642|10:08:10,223|10:08:10,276|10:08:10,644|
1201287606684|10:08:09,729|10:08:10,720|10:08:10,969|10:08:11,404|10:08:15,809
1201287606715|10:08:10,378|10:08:11,207|10:08:11,240|10:08:11,738|10:08:18,853
1201287606726|10:08:10,939|10:08:11,760|10:08:12,304|10:08:12,889|10:08:18,944
1201287606747|10:08:11,346|10:08:12,190|10:08:12,435|10:08:12,944|
1201287606768|10:08:12,161|10:08:12,665|10:08:12,825|10:08:13,228|10:08:19,069
1201287606779|10:08:12,628|10:08:13,174|10:08:13,832|10:08:14,282|10:08:19,354
1201287606840|10:08:12,715|10:08:13,814|10:08:13,899|10:08:14,308|
1201287606871|10:08:13,521|10:08:14,615|10:08:14,954|10:08:15,525|
1201287606902|10:08:14,347|10:08:14,621|10:08:14,891|10:08:15,468|
1201287606923|10:08:14,554|10:08:15,106|10:08:15,715|10:08:16,882|
1201287606934|10:08:14,828|10:08:15,647|10:08:15,730|10:08:17,059|
1201287606965|10:08:15,447|10:08:16,189|10:08:16,426|10:08:17,180|
1201287606986|10:08:16,161|10:08:17,332|10:08:17,971|10:08:18,929|
1201287607017|10:08:16,868|10:08:17,458|10:08:17,805|10:08:18,877|
1201287607038|10:08:17,992|10:08:19,000|10:08:19,418|10:08:20,581|
1201287607069|10:08:18,421|10:08:18,958|10:08:19,064|10:08:19,321|
1201287607130|10:08:19,171|10:08:19,439|10:08:19,639|10:08:21,455|10:08:29,672
1201287607141|10:08:19,466|10:08:19,723|10:08:20,075|10:08:21,542|10:08:27,732
1201287607162|10:08:19,667|10:08:20,685|10:08:20,989|10:08:21,685|10:08:29,421
1201287607183|10:08:20,094|10:08:21,398|10:08:21,896|10:08:23,002|
1201287607204|10:08:20,532|10:08:21,369|10:08:21,992|10:08:22,949|10:08:30,669
1201287607215|10:08:21,051|10:08:22,212|10:08:22,320|10:08:23,960|10:08:28,615
1201287607236|10:08:22,216|10:08:22,972|10:08:23,462|10:08:24,546|
1201287607257|10:08:22,438|10:08:24,265|10:08:24,801|10:08:26,084|10:08:31,620
1201287607278|10:08:22,876|10:08:24,793|10:08:25,064|10:08:26,070|
1201287607299|10:08:24,374|10:08:25,179|10:08:25,281|10:08:26,075|10:08:31,353
1201287607320|10:08:25,328|10:08:26,053|10:08:26,097|10:08:26,437|
1201287607351|10:08:25,521|10:08:26,807|10:08:27,110|10:08:27,608|
1201287607372|10:08:26,802|10:08:27,816|10:08:28,190|10:08:29,473|
1201287607403|10:08:27,519|10:08:28,145|10:08:28,245|10:08:29,501|10:08:34,007
1201287607424|10:08:27,910|10:08:28,223|10:08:28,492|10:08:29,544|10:08:34,360
1201287607435|10:08:28,536|10:08:29,560|10:08:30,045|10:08:30,513|10:08:33,135
1201287607466|10:08:28,867|10:08:30,243|10:08:30,311|10:08:30,695|
1201287607497|10:08:29,534|10:08:30,062|10:08:30,413|10:08:31,062|10:08:35,798
1201287607518|10:08:30,104|10:08:30,658|10:08:30,922|10:08:31,283|10:08:37,231
1201287607529|10:08:30,512|10:08:31,374|10:08:31,438|10:08:31,967|10:08:36,310
1201287607550|10:08:31,039|10:08:31,471|10:08:31,694|10:08:32,127|
1201287607571|10:08:31,446|10:08:32,563|10:08:33,048|10:08:33,637|10:08:37,888
1201287607592|10:08:31,802|10:08:32,532|10:08:32,580|10:08:32,948|10:08:37,564
1201287607603|10:08:31,927|10:08:32,772|10:08:32,854|10:08:33,151|
1201287607624|10:08:32,477|10:08:33,177|10:08:33,419|10:08:33,779|
1201287607635|10:08:32,906|10:08:33,407|10:08:33,469|10:08:33,912|
1201287607656|10:08:33,317|10:08:33,815|10:08:34,264|10:08:34,695|
1201287607667|10:08:33,618|10:08:34,220|10:08:34,299|10:08:34,740|
1201287607688|10:08:34,481|10:08:34,889|10:08:35,232|10:08:35,614|
1201287607709|10:08:34,916|10:08:35,447|10:08:35,717|10:08:36,131|
1201287607720|10:08:35,497|10:08:36,249|10:08:36,466|10:08:37,376|
1201287607731|10:08:35,757|10:08:36,238|10:08:36,256|10:08:37,056|
1201287607762|10:08:36,060|10:08:36,327|10:08:36,445|10:08:37,270|
1201287607773|10:08:36,515|10:08:37,232|10:08:37,638|10:08:38,803|10:08:48,742
1201287607794|10:08:36,560|10:08:37,443|10:08:37,704|10:08:38,804|10:08:43,816
1201287607815|10:08:36,946|10:08:37,955|10:08:38,113|10:08:38,996|10:08:45,424
1201287607836|10:08:37,463|10:08:37,900|10:08:37,971|10:08:38,892|
1201287607847|10:08:38,031|10:08:38,639|10:08:38,908|10:08:39,348|10:08:47,856
1201287607878|10:08:38,328|10:08:39,053|10:08:39,211|10:08:39,960|10:08:45,152
1201287607889|10:08:38,582|10:08:39,231|10:08:40,168|10:08:41,657|
1201287607900|10:08:38,862|10:08:39,953|10:08:40,755|10:08:42,275|10:08:48,210
1201287607921|10:08:38,964|10:08:40,377|10:08:41,061|10:08:42,185|
1201287607942|10:08:40,003|10:08:41,581|10:08:41,802|10:08:42,458|10:08:48,945
1201287607953|10:08:41,184|10:08:42,463|10:08:42,922|10:08:43,608|
